word,meaning
unrespective,": negligent, inattentive"
unrespirable,: unfit to breathe
unresponsible,: irresponsible
unresponsive,: not responsive
unresponsively,: not responsive
unresponsiveness,: not responsive
unrest,: a disturbed or uneasy state : turmoil
unrested,: not rested
unrestful,: not marked by or providing rest and repose : not restful
unresting,: not resting : taking no repose : continuing without pause or interruption
unrestored,: not brought back into a former or original state : not restored
unrestrainable,: not restrainable : uncontrollable
unrestrainably,: not restrainable : uncontrollable
unrestrained,": not restrained : immoderate, uncontrolled"
unrestrainedly,": not restrained : immoderate, uncontrolled"
unrestrainedness,": not restrained : immoderate, uncontrolled"
unrestraint,: freedom from or lack of restraint
unrestricted,: not having limits : not subject to restriction : not restricted
unrestrictedly,: in an unrestricted manner
unrestrictive,: not restrictive
unretaliated,: not retaliated
unretarded,: not retarded : undelayed
unretentive,: not retentive
unreticent,: not reticent
unretired,: to leave retirement : rejoin the workforce
unretiring,: to leave retirement : rejoin the workforce
unretouched,: not having undergone editing or retouching : not retouched
unretracted,: not retracted
unreturnable,: not allowed to be returned : not returnable
unreturned,: not returned
unreturning,: not returning
unrevealed,: not made known or opened up to view : not revealed
unrevealing,: not revealing
unrevenged,: not revenged
unrevengeful,: not revengeful
unreverenced,: not reverenced
unreverend,: irreverent
unreverent,: irreverent
unreversed,: not reversed
unreviewable,": not able or allowed to be examined, inspected, or reviewed : not reviewable"
unreviewed,: not carefully examined or inspected : not reviewed
unrevised,": not amended, improved, or corrected : not revised"
unrevived,: not revived
unrevoked,: not revoked
unrevolutionary,": not of, relating to, or constituting a revolution or major change : not revolutionary"
unrewarded,: not having been given a reward : not rewarded
unrewarding,: failing to provide satisfaction or a reward : not rewarding
unrhetorical,": not of, relating to, or concerned with rhetoric : not employed for rhetorical effect : not rhetorical"
unrhymed,: not rhyming or formed with rhyming words : not rhymed
unrhythmic,: not marked by or moving with rhythm : not regularly recurrent : not rhythmic
unribbed,: having no ribs
unrid,: disordered
unridable,: unable to be ridden : not rideable
unridden,: not ridden
unriddle,": to find the explanation of : figure out, solve"
unriddled,": to find the explanation of : figure out, solve"
unriddler,: one that unriddles
unriddling,": to find the explanation of : figure out, solve"
unrifled,: not rifled: such as
unrig,: to strip of rigging
unrigged,: to strip of rigging
unrigging,: to strip of rigging
unright,": wrong, unjust"
unrighteous,": not righteous : sinful, wicked"
unrighteously,": not righteous : sinful, wicked"
unrighteousness,": not righteous : sinful, wicked"
unrightful,": not rightful : wrong, unjust"
unringed,: not having or wearing a ring
unrinsed,: not rinsed
unrip,: to rip or slit up : cut or tear open
unripe,: not ripe : immature
unripely,: in an unripe manner
unripened,: not approaching or at full development : not matured : not ripened
unripeness,: not ripe : immature
unrippled,: not rippled : glassy smooth
unrisen,: not risen
unrivaled,": having no rival : incomparable, supreme"
unriven,": not riven : untorn, unbroken"
unrivet,: to unfasten or separate by removing the rivets of
unriveted,: to unfasten or separate by removing the rivets of
unriveting,: to unfasten or separate by removing the rivets of
unroasted,: not roasted
unrobbed,: not robbed
unrobe,": disrobe, undress"
unroll,: to unwind a roll of : open out : uncoil
unrolled,: to unwind a roll of : open out : uncoil
unrolling,: to unwind a roll of : open out : uncoil
unromantic,": not suitable for, conducive to, or given to romance or courtship : not romantic"
unromantically,": not suitable for, conducive to, or given to romance or courtship : not romantic"
unromanticized,: not romanticized
unroof,: to strip off the roof or covering of
unroofed,: not provided with a roof : not roofed
unroofing,: to strip off the roof or covering of
unroost,: drive from the roost : dislodge
unroot,": to tear up by the roots : eradicate, uproot"
unrooted,: not torn up by the roots
unrope,: to remove a rope from : free from a rope
unrotten,: not rotten
unrouged,: not rouged
unrough,: not rough
unround,: to pronounce (a sound) without lip rounding or with decreased lip rounding
unrounded,: to pronounce (a sound) without lip rounding or with decreased lip rounding
unrounding,: to pronounce (a sound) without lip rounding or with decreased lip rounding
unroused,": not roused : unawakened, dormant"
unrouted,: not routed
unrove,: to withdraw (a rope) from an opening (such as a ship's block or thimble)
unroyal,: not royal
unruffle,: to become calm : quiet down
unruffled,: poised and serene especially in the face of setbacks or confusion
unruffling,: to become calm : quiet down
unruinable,: imperishable
unruined,: not ruined
unrulable,: not rulable : ungovernable
unruled,: not ruled : ungoverned
unruliness,": not readily ruled, disciplined, or managed"
unruly,": not readily ruled, disciplined, or managed"
unrumpled,: not rumpled : smooth
unrung,: unringed
unrushed,: not rushed
unrusted,: not rusted
unruth,: lack of mercy or compassion : pitilessness
unsabbatical,: not suited to the sabbath
unsack,: to remove the sack from
unsacred,: not sacred : profane
unsadden,: to free from sadness
unsaddened,: to free from sadness
unsaddle,: to take the saddle from
unsaddled,: to take the saddle from
unsaddling,: to take the saddle from
unsafe,: not safe: such as
unsafety,: want of safety : insecurity
unsaid,: not said
unsailed,: not sailed
unsaint,: to deprive of status as a saint
unsainted,: not sanctified : not canonized
unsaintly,: unbecoming to a saint
unsalability,: the quality or state of being unsalable
unsalable,: unfit or unable to be sold : not salable
unsalaried,: not paid a salary
unsalted,": not treated, provided, or seasoned with salt : not salted"
unsalutary,": not salutary : harmful, unhealthy"
unsaluted,: not saluted
unsalvable,: not salvable
unsanctification,: absence or lack of sanctification
unsanctified,: not holy or sancitifed : not made sacred or holy : not reserved for religious use
unsanctifiedly,: not holy or sancitifed : not made sacred or holy : not reserved for religious use
unsanctify,: to remove the sanctification from : make unsanctified
unsanctifying,: to remove the sanctification from : make unsanctified
unsanctimonious,: not making a show of or giving the appearance of sanctity
unsanctimoniously,: not making a show of or giving the appearance of sanctity
unsanctimoniousness,: not making a show of or giving the appearance of sanctity
unsanctioned,: lacking effective or authoritative approval or consent : not sanctioned
unsandaled,: not sandaled
unsane,: lacking in sanity
unsanguinary,: not sanguinary : unbloody
unsanguine,: not sanguine : not optimistic
unsanguineness,: not sanguine : not optimistic
unsanitary,: unclean enough to endanger health : not sanitary
unsaponifiable,: incapable of being saponified
unsaponified,: not saponified
unsated,: not satiated : not satisfied : insatiable
unsatiable,: insatiable
unsatiableness,: insatiable
unsatiably,: insatiable
unsatiate,: insatiate
unsatiated,: not satiated
unsatisfaction,: absence of satisfaction
unsatisfactorily,: not satisfactory
unsatisfactoriness,: not satisfactory
unsatisfactory,: not satisfactory
unsatisfiable,: not capable of being satisfied
unsatisfied,: not satisfied
unsatisfying,: failing to satisfy
unsaturated,: not saturated: such as
unsaturation,: the quality or state of being unsaturated
unsavable,: not savable
unsaved,: not saved
unsavorily,: in an unsavory manner
unsavoriness,: the quality of being unsavory
