word,meaning
embololalia,: the interpolation of meaningless sounds or words into speech
Embolomeri,: an order of primitive labyrinthodonts including most of the larger Carboniferous amphibians and having vertebrae in which both intercentra and pleurocentra are complete disks
embolomerism,: the condition of being embolomerous
embolomerous,: having both centrum and intercentrum present and pierced for passage of the persistent notochord : diplospondylic
embolus,: an abnormal particle (such as an air bubble) circulating in the blood  � compare thrombus
emboly,: gastrula formation by simple invagination of the blastula wall
emborder,: to enclose with a border : edge
embosom,: to take into or place in the bosom
emboss,: to raise the surface of into bosses
embosser,: to raise the surface of into bosses
embossing,: to raise the surface of into bosses
embossment,: to raise the surface of into bosses
embouchure,": the position and use of the lips, tongue, and teeth in playing a wind instrument"
embound,: bind
embow,: to form into an arch or vault
embowed,: bent like a bow : arched
embowel,: disembowel
embower,: to shelter or enclose in or as if in a bower
embox,: to enclose in or as if in a box
embrace,: to clasp in the arms : hug
embraceable,: to clasp in the arms : hug
embracement,: to clasp in the arms : hug
embraceor,: one guilty of embracery
embracer,: to clasp in the arms : hug
embracery,: an attempt to influence a jury corruptly
embracing,: to clasp in the arms : hug
embracingly,: to clasp in the arms : hug
embracive,: disposed to embrace
embrail,: brail sense 1
embranchment,: a branching off or out (as of a valley or a mountain range)
embrangle,: embroil
embranglement,: embroil
embrasure,: an opening with sides flaring outward in a wall or parapet of a fortification usually for allowing the firing of cannon
embreathe,: inhale
embright,: to make bright : illuminate
embrittle,: to make brittle
embrittlement,: to make brittle
embrocate,: to moisten and rub (a part of the body) with lotion
embrocation,: liniment
embroider,: to ornament with needlework
embroiderer,: to ornament with needlework
embroideress,: a woman who embroiders
embroidery,: the art or process of forming decorative designs with hand or machine needlework
embroil,: to throw into disorder or confusion
embroiler,: one that embroils
embroilment,: to throw into disorder or confusion
embrown,: darken
embryo,": an animal in the early stages of growth and differentiation that are characterized by cleavage, the laying down of fundamental tissues, and the formation of primitive organs and organ systems"
embryocardia,: a symptom of heart disease in which the heart sounds resemble those of the fetal heart
embryogenesis,: the formation and development of the embryo
embryogenetic,: the formation and development of the embryo
embryogenic,: the formation and development of the embryo
embryogeny,: embryogenesis
embryoid,: a mass of plant or animal tissue that resembles an embryo
embryologic,: a branch of biology dealing with embryos and their development
embryological,: a branch of biology dealing with embryos and their development
embryologically,: a branch of biology dealing with embryos and their development
embryologist,: a branch of biology dealing with embryos and their development
embryology,: a branch of biology dealing with embryos and their development
embryoma,: a tumor derived from embryonic structures : teratoma
embryon,: embryo
embryonal,: embryonic sense 1
embryonary,: embryonic
embryonate,: to produce or differentiate into an embryo
embryonated,: having an embryo
embryonic,: of or relating to an embryo
embryonically,: of or relating to an embryo
embryony,": the condition of having or the production of an embryo  � compare monembryony, polyembryony"
embryophore,: the outer cellular covering of the hexacanth embryo of a tapeworm
Embryophyta,: a subkingdom of Plantae that includes all plants producing an embryo and developing vascular tissue and comprises the embryophytes
embryophyte,: any of a subkingdom (Embryophyta) of plants in which the embryo is retained within maternal tissue and which include the bryophytes and tracheophytes
embryotic,: embryonic sense 2
embryotome,: an instrument used in embryotomy
