word,meaning
maniu,: a Patagonian timber tree (Saxegothaea conspicua) of the family Taxaceae that yields wood valued for interior work
Manius,: a Patagonian timber tree (Saxegothaea conspicua) of the family Taxaceae that yields wood valued for interior work
manjak,: asphalt found especially on Barbados and used for making varnish and insulating electric cables and for fuel
mankind,: the human race : the totality of human beings
manless,: an individual human
manlihood,: manliness
manlike,: an individual human
manlikely,: in the manner of a man
manlikeness,: the quality or state of being like a man
manlily,: in a manly manner
manliness,: the quality or state of being manly (as by having qualities such as strength or virility that are traditionally associated with a man)
manling,: a little man
manly,: in a manly manner
Mann,Horace 1796�1859 American educator
manna,: food miraculously supplied to the Israelites in their journey through the wilderness
mannan,: any of several polysaccharides that are polymers of mannose and occur especially in plant cell walls
mannequin,": an artist's, tailor's, or dressmaker's lay figure"
manner,: a characteristic or customary mode of acting : custom
mannerable,": polite, mannerly"
mannered,: having manners of a specified kind
mannering,: a preliminary training (as of a colt) in manners
mannerism,": exaggerated or affected (see affected entry 2 sense 1) adherence to a particular style or manner : artificiality, preciosity"
mannerist,": exaggerated or affected (see affected entry 2 sense 1) adherence to a particular style or manner : artificiality, preciosity"
manneristic,": exaggerated or affected (see affected entry 2 sense 1) adherence to a particular style or manner : artificiality, preciosity"
mannerize,: to make manneristic
mannerless,: a characteristic or customary mode of acting : custom
mannerliness,: showing good manners
mannerly,: showing good manners
manners,: a characteristic or customary mode of acting : custom
mannersome,: mannerly
manness,: the distinctive or differential characteristics of man
mannie,: a small or undersized man
manning,Henry Edward 1808�1892 English cardinal
mannish,: resembling or suggesting a man rather than a woman
mannishly,: resembling or suggesting a man rather than a woman
mannishness,: resembling or suggesting a man rather than a woman
mannite,: mannitol
mannitol,: a slightly sweet crystalline alcohol C6H14O6 found in many plants and used especially as a diuretic and in testing kidney function
mannonic,: a syrupy acid C6H12O7 formed by oxidizing mannose
mannose,: an aldose C6H12O6 whose dextrorotatory enantiomer occurs especially as a structural unit of mannans from which it can be recovered by hydrolysis
mano,: a stone used as the upper millstone for grinding foods (such as corn) by hand in a metate
Manobo,": any of several closely related peoples inhabiting central Mindanao, Philippines"
manograph,: an optical device for making an indicator card for high speed of an engine
manometer,: an instrument (such as a pressure gauge) for measuring the pressure of gases and vapors
manometric,: an instrument (such as a pressure gauge) for measuring the pressure of gases and vapors
manometry,: an instrument (such as a pressure gauge) for measuring the pressure of gases and vapors
manomin,: wild rice sense 1
manor,: the house or hall of an estate : mansion
manorial,: the house or hall of an estate : mansion
manorialism,": a system of economic, social, and political organization based on the medieval manor (see manor sense 2a) in which a lord enjoyed a variety of rights over land and tenants"
manorialize,: to cause to conform or subject to the tenure of the manorial system
manostat,: a device for automatically maintaining a constant pressure within an enclosure
manostatic,: a device for automatically maintaining a constant pressure within an enclosure
manque,: short of or frustrated in the fulfillment of one's aspirations or talents
manrent,: homage
manroot,: man-of-the-earth
manrope,: a side rope (as to a ship's gangway or ladder) used as a handrail
Mans,: an individual human
mansard,: a roof having two slopes on all sides with the lower slope steeper than the upper one  � see roof illustration
mansarded,: a roof having two slopes on all sides with the lower slope steeper than the upper one  � see roof illustration
manscape,: the trimming or shaving of a man's body hair so as to enhance his appearance
manse,: the dwelling of a householder
manservant,: a male servant
manship,: art or practice of a competitive nature
mansion,: a large imposing residence
mansionary,: sexton
mansionry,: mansions
manslaughter,: the unlawful killing of a human being without express or implied malice
manslayer,: one who commits homicide
manso,: a Tanoan people of the southwestern U.S. and Mexico
manstealing,: kidnapping
manstopper,: a bullet capable of causing a shock sufficient to stop a soldier advancing in a charge
mansuete,": gentle, tame"
mansuetude,": the quality or state of being gentle : meekness, tameness"
mant,: stammer
manta,: a square piece of cloth or blanket used in southwestern U.S. and Latin America usually as a cloak or shawl
manteau,": a loose cloak, coat, or robe"
mantel,": a beam, stone, or arch serving as a lintel to support the masonry above a fireplace"
mantelet,: a very short cape or cloak
mantelletta,": a knee-length outer garment that is sleeveless but has armholes, is open in the front but fastened at the neck, and is worn by cardinals, bishops, and other high prelates of the Roman Catholic Church"
mantellone,: a long purple cloak worn over the cassock by prelates of the secondary rank attached to the papal court
mantelpiece,: a mantel with its side elements
mantelshelf,: mantel sense 2
manteltree,: mantel sense 1a
manter,: stammerer
mantes,: any of an order or suborder (Mantodea and especially family Mantidae) of large usually green insects that feed on other insects and clasp their prey in forelimbs held up as if in prayer
mantic,: of or relating to the faculty of divination : prophetic
manticore,": a legendary animal with the head of a man, the body of a lion, and the tail of a dragon or scorpion"
mantid,: mantis
mantilla,: a light scarf worn over the head and shoulders especially by Spanish and Latin American women
