word,meaning
zygion,: a craniometric point at either end of the bizygomatic diameter
zygite,: a rower of the middle tier in an ancient trireme or in the upper tier of a bireme
Zygnema,: a genus of common filamentous algae (family Zygnemataceae) having two stellate chromatophores in each cell
Zygnemataceae,": a family of common freshwater algae (order Zygnematales) often forming bright green slimy masses in stagnant or running water and consisting of unbranched cylindrical filaments with green chromatophores arranged in spiral bands, stars, or rarely straight bands  � see spirogyra, zygnema"
zygnemataceous,": a family of common freshwater algae (order Zygnematales) often forming bright green slimy masses in stagnant or running water and consisting of unbranched cylindrical filaments with green chromatophores arranged in spiral bands, stars, or rarely straight bands  � see spirogyra, zygnema"
Zygnematales,": an order of green algae (class Chlorophyceae) that include the pond scums and desmids, are distinguished by the absence of asexual reproduction and lack of flagellated reproductive structure, and reproduce sexually by fusion of amoeboid gametes  � compare akontae"
Zygocactus,": a small genus of Brazilian cacti having flat fleshy usually branched joints, showy red or pink flowers, and red fleshy fruits and including the widely cultivated crab cactus"
zygodactyl,: having the toes arranged two in front and two behind
Zygodactylae,: a group of nonpasserine birds consisting of those having zygodactyl feet
Zygodactyli,: a group of nonpasserine birds consisting of those having zygodactyl feet
zygodactylism,: the condition of being zygodactyl or of having zygodactyl feet
zygodactylous,: zygodactyl
zygodont,: having or being molar teeth with four tubercles in which the tubercles are united in pairs by crests
zygoma,: zygomatic arch
zygomata,: zygomatic arch
zygomatic,": of, relating to, constituting, or situated in the region of the zygomatic bone or zygomatic arch"
zygomaticoauricularis,: the anterior auricularis muscle
zygomaticofacial,": of, relating to, or being the branch of the zygomatic nerve that supplies the skin of the prominent part of the cheek"
zygomaticomaxillary,": of, relating to, or uniting the zygomatic bone and the maxilla of the upper jaw"
zygomaticotemporal,": of, relating to, or uniting the zygomatic arch and the temporal bone"
zygomaticus,: zygomaticus major
zygomaxillare,: zygomaxillary point
zygomaxillary,": of, relating to, or joining the maxilla and zygoma"
zygomorphic,: having floral parts unequal in size or form so that the flower is capable of division into essentially symmetrical halves by only one longitudinal plane passing through the axis
zygomycete,: a fungus of the subclass Zygomycetes
Zygomycetes,: a fungus of the subclass Zygomycetes
zygomycetous,: a subclass of fungi of the class Phycomycetes characterized by gametangia that are morphologically alike and by sexually produced zygospores
zygoneure,: a connecting neuron
zygophore,: a specialized hyphal branch giving rise to another that forms the gamete in some molds (family Mucoraceae)
zygophoric,: a specialized hyphal branch giving rise to another that forms the gamete in some molds (family Mucoraceae)
Zygophyceae,: a class that comprises greenish unicellular or filamentous algae having conspicuous chromatophores and multiplying by simple division and by conjugation and that includes the desmids and pond scums and usually also the diatoms  � compare zygnematales
zygophyceous,: a class that comprises greenish unicellular or filamentous algae having conspicuous chromatophores and multiplying by simple division and by conjugation and that includes the desmids and pond scums and usually also the diatoms  � compare zygnematales
Zygophyllaceae,": a family of herbs, shrubs, or trees (order Geraniales) distinguished by pinnate or bifoliolate stipulate leaves and axillary pentamerous flowers  � see guaiacum sense 1, tribulus"
zygophyllaceous,": a family of herbs, shrubs, or trees (order Geraniales) distinguished by pinnate or bifoliolate stipulate leaves and axillary pentamerous flowers  � see guaiacum sense 1, tribulus"
Zygophyllum,: a genus of Old World shrubs (family Zygophyllaceae) that are distinguished mainly by the opposite bifoliate leaves  � see bean caper
Zygoptera,": a suborder of Odonata comprising forms that are distinguished from the typical dragonflies by a slenderer elongated body, by narrow equal wings held upright in repose, and by aquatic larvae that have a pair of paddle-shaped tracheal gills at the apex of the abdomen  � see damselfly  � compare anisoptera"
Zygopteraceae,: a family of primitive Paleozoic ferns of Europe and the U.S. having pinnae in two or four series at an angle to the plane of the leaf blade
zygopteran,": a suborder of Odonata comprising forms that are distinguished from the typical dragonflies by a slenderer elongated body, by narrow equal wings held upright in repose, and by aquatic larvae that have a pair of paddle-shaped tracheal gills at the apex of the abdomen  � see damselfly  � compare anisoptera"
Zygopteris,: the type genus of Zygopteraceae
zygopterous,": a suborder of Odonata comprising forms that are distinguished from the typical dragonflies by a slenderer elongated body, by narrow equal wings held upright in repose, and by aquatic larvae that have a pair of paddle-shaped tracheal gills at the apex of the abdomen  � see damselfly  � compare anisoptera"
Zygosaccharomyces,: a genus of yeasts (family Saccharomycetaceae) in which ascospore formation is preceded by conjugation and which is often included in Saccharomyces
zygose,: of or relating to zygosis
zygosis,: zygote formation : union of gametes : conjugation
zygosperm,: zygospore
zygosphenal,": of, relating to, or constituting a zygosphene"
zygosphene,: a median process on the front part of the neural arch of the vertebrae of most snakes and some lizards  � see zygantrum
zygosphere,: a plant gamete capable of uniting with a similar one to form a zygospore
zygosporange,: a sporangium in which zygospores are produced
zygosporangium,: a sporangium in which zygospores are produced
zygospore,": a thick-walled spore of some algae and fungi that is formed by union of two similar sexual cells, usually serves as a resting spore, and produces the sporophytic phase"
zygostyle,: the terminal caudal vertebra
zygotaxis,: the attraction between two zygophores or suspensors that is immediately responsible for conjugation
zygote,: a cell formed by the union of two gametes
zygotene,: the stage of meiotic prophase which immediately follows the leptotene and during which synapsis of homologous chromosomes occurs
zygotic,: a cell formed by the union of two gametes
zygotoid,: a multinucleate zygospore
zygous,: having (such) a zygotic constitution
zygozoospore,: a motile zygospore
zymase,: an enzyme or enzyme complex of yeast that promotes fermentation of sugar
zyme,: enzyme
zymin,: ferment sense 1
zymogen,: an inactive protein precursor of an enzyme secreted by living cells and converted (as by a kinase or an acid) into an active form
zymogenic,: producing fermentation : amylolytic
zymogenous,: producing fermentation
zymology,: a science that deals with fermentation
zymoplastic,: participating in the formation of enzymes
zymoscope,: an apparatus for determining the fermenting power of yeast by measuring the amount of carbon dioxide evolved from a given quantity of sugar
